atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_value,unit,qualifier,immediate_context,section_topic
V10EN-NUM-252,V10EN,38,37,2,HRS,,"se specify) Outcome (e.g. follow up, ICU, return home ......): • Histamine and/or Tryptase blood tests: Blood test performed at the time of the reaction YES/NO 2 HRS LATER YES/NO Results: Histamine: Tryptase: PREVIOUS HISTORY OF CONTRAST AGENT REACTION • Yes/No • If yes, please specify type of contrast agent and symptoms Th",
V10EN-NUM-253,V10EN,38,37,37,,,"k for cross-reactivity so that a safer contrast agent can be recommended for future injections. Your sincerely, Dr (Name and details) D. Questionnaires/letters 37",D. Questionnaires/letters 37
V10EN-NUM-254,V10EN,39,38,2,,,................ • Date .............................................. 13. Is the patient currently taking any of the following drugs • Metformin • Interleukin 2 • NSAIDs • Aminoglycosides • ß-blockers Completed by _______________________ Date _____________________ 38 D. Questionnaires/letters,D.2. QUESTIONNAIRE FOR IODINE-BASED CONTRAST MEDIA ADMINISTRATION TO BE COMPLETED BY T
V10EN-NUM-255,V10EN,39,38,38,,,any of the following drugs • Metformin • Interleukin 2 • NSAIDs • Aminoglycosides • ß-blockers Completed by _______________________ Date _____________________ 38 D. Questionnaires/letters,D.2. QUESTIONNAIRE FOR IODINE-BASED CONTRAST MEDIA ADMINISTRATION TO BE COMPLETED BY T
V10EN-NUM-256,V10EN,40,39,30,ml/min/1.73m2,<,to a gadolinium-based contrast medium 2. History of atopy requiring treatment 3. History of unstable asthma 4. Has the patient end-stage renal failure (eGFR < 30 ml/min/1.73m2) or is the patient on dialysis 5. Has the patient reduced renal function* (eGFR between 30 and 60 ml/min/1.73 m2) * Only if high-risk agents are used Completed,D.3. QUESTIONNAIRE FOR GADOLINIUM-BASED CONTRAST AGENT ADMINISTRATION TO BE COMPLETED
V10EN-NUM-257,V10EN,40,39,30,,,hma 4. Has the patient end-stage renal failure (eGFR < 30 ml/min/1.73m2) or is the patient on dialysis 5. Has the patient reduced renal function* (eGFR between 30 and 60 ml/min/1.73 m2) * Only if high-risk agents are used Completed by _______________________ Date _____________________ D. Questionnaires/letters 39,D.3. QUESTIONNAIRE FOR GADOLINIUM-BASED CONTRAST AGENT ADMINISTRATION TO BE COMPLETED
V10EN-NUM-258,V10EN,40,39,60,ml/min/1.73 m2,,Has the patient end-stage renal failure (eGFR < 30 ml/min/1.73m2) or is the patient on dialysis 5. Has the patient reduced renal function* (eGFR between 30 and 60 ml/min/1.73 m2) * Only if high-risk agents are used Completed by _______________________ Date _____________________ D. Questionnaires/letters 39,D.3. QUESTIONNAIRE FOR GADOLINIUM-BASED CONTRAST AGENT ADMINISTRATION TO BE COMPLETED
V10EN-NUM-259,V10EN,40,39,39,,,between 30 and 60 ml/min/1.73 m2) * Only if high-risk agents are used Completed by _______________________ Date _____________________ D. Questionnaires/letters 39,D. Questionnaires/letters 39
V10EN-NUM-260,V10EN,44,43,2018,,,Appendix 2. Contrast Media Safety Committee - Spring 2018 Henrik S. Thomsen (DK) Chairman Fulvio Stacul (IT) Secretary Marie-France Bellin (FR) Michele Bertolotto (IT) Georg Bongartz (CH) Torkel Brismar (SE) Olivier C,
V10DE-NUM-001,V10DE,3,,1994,,Nach,"UR) freut sich, die Version Terminologie: Kontrastmittel und Röntgenkontrastmittel 10.0 der Kontrastmittel-Leitlinie vorstellen zu können. Nach der Erstausgabe 1994 erfolgte im Durchschnitt alle 2-3 Jahre Abschnitt A: Allgemeine unerwünschte Wirkungen eine Aktualisierung. Im Verlauf der Jahre wurden mehr als Enthält folgen",Terminologie: Kontrastmittel und Röntgenkontrastmittel 10.0 der Kontrast
V10DE-NUM-002,V10DE,3,,2-3,,,logie: Kontrastmittel und Röntgenkontrastmittel 10.0 der Kontrastmittel-Leitlinie vorstellen zu können. Nach der Erstausgabe 1994 erfolgte im Durchschnitt alle 2-3 Jahre Abschnitt A: Allgemeine unerwünschte Wirkungen eine Aktualisierung. Im Verlauf der Jahre wurden mehr als Enthält folgende Themen: 200.000 Exemplare der L,Terminologie: Kontrastmittel und Röntgenkontrastmittel 10.0 der Kontrast
V10DE-NUM-003,V10DE,7,12;13,1,,,motoxisch Von Patientenseite In der Anamnese aufgetretene: Reaktion Hypersensitivität Klassifikation) • Moderate oder schwere akute Mild Leichte Urtikaria Grad 1 Übelkeit/geringes unerwünschte Wirkungen (siehe Leichter Juckreiz Grad 1 Erbrechen Einteilung oben) auf iod- oder Erythem Grad 1 Wärme-/Kältegefühl gadoliniumh,A.1.1. Akute unerwünschte Wirkungen iod- und Akute unerwünschte Wirkungen sind entweder
V10DE-NUM-004,V10DE,7,12;13,1,,,sensitivität Klassifikation) • Moderate oder schwere akute Mild Leichte Urtikaria Grad 1 Übelkeit/geringes unerwünschte Wirkungen (siehe Leichter Juckreiz Grad 1 Erbrechen Einteilung oben) auf iod- oder Erythem Grad 1 Wärme-/Kältegefühl gadoliniumhaltige Kontrastmittel. Angstgefühl • Behandlungsbedürftiges Asthma. Selbs,A.1.1. Akute unerwünschte Wirkungen iod- und Akute unerwünschte Wirkungen sind entweder
V10DE-NUM-005,V10DE,7,12;13,1,,,te Mild Leichte Urtikaria Grad 1 Übelkeit/geringes unerwünschte Wirkungen (siehe Leichter Juckreiz Grad 1 Erbrechen Einteilung oben) auf iod- oder Erythem Grad 1 Wärme-/Kältegefühl gadoliniumhaltige Kontrastmittel. Angstgefühl • Behandlungsbedürftiges Asthma. Selbstlimitierende • Behandlungsbedürftige Allergien. vasovag,A.1.1. Akute unerwünschte Wirkungen iod- und Akute unerwünschte Wirkungen sind entweder
V10DE-NUM-006,V10DE,7,12;13,1,,,tmittel. Angstgefühl • Behandlungsbedürftiges Asthma. Selbstlimitierende • Behandlungsbedürftige Allergien. vasovagale Reaktion Moderat Deutlich sichtbare Grad 1 Vasovagale Urtikaria Reaktion Leichter Grad 2 Bronchospasmus Gesichts-/ Grad 2 Larynxödem Schwer Hypotensiver Grad 3 Arrhythmien Schock Zerebraler Atemstillsta,a. Selbstlimitierende • Behandlungsbedürftige Allergien. vasovagale Reaktion Moderat
V10DE-NUM-007,V10DE,7,12;13,2,,,Asthma. Selbstlimitierende • Behandlungsbedürftige Allergien. vasovagale Reaktion Moderat Deutlich sichtbare Grad 1 Vasovagale Urtikaria Reaktion Leichter Grad 2 Bronchospasmus Gesichts-/ Grad 2 Larynxödem Schwer Hypotensiver Grad 3 Arrhythmien Schock Zerebraler Atemstillstand Grad 4 Krampfanfall Herzstillstand Grad 4 1,a. Selbstlimitierende • Behandlungsbedürftige Allergien. vasovagale Reaktion Moderat
V10DE-NUM-008,V10DE,7,12;13,2,,,ndlungsbedürftige Allergien. vasovagale Reaktion Moderat Deutlich sichtbare Grad 1 Vasovagale Urtikaria Reaktion Leichter Grad 2 Bronchospasmus Gesichts-/ Grad 2 Larynxödem Schwer Hypotensiver Grad 3 Arrhythmien Schock Zerebraler Atemstillstand Grad 4 Krampfanfall Herzstillstand Grad 4 12 ﻿Allgemeine unerwünschte Wirkun,a. Selbstlimitierende • Behandlungsbedürftige Allergien. vasovagale Reaktion Moderat
V10DE-NUM-009,V10DE,7,12;13,3,,,e Reaktion Moderat Deutlich sichtbare Grad 1 Vasovagale Urtikaria Reaktion Leichter Grad 2 Bronchospasmus Gesichts-/ Grad 2 Larynxödem Schwer Hypotensiver Grad 3 Arrhythmien Schock Zerebraler Atemstillstand Grad 4 Krampfanfall Herzstillstand Grad 4 12 ﻿Allgemeine unerwünschte Wirkungen ﻿Allgemeine unerwünschte Wirkungen,a. Selbstlimitierende • Behandlungsbedürftige Allergien. vasovagale Reaktion Moderat
V10DE-NUM-010,V10DE,7,12;13,4,,,ale Urtikaria Reaktion Leichter Grad 2 Bronchospasmus Gesichts-/ Grad 2 Larynxödem Schwer Hypotensiver Grad 3 Arrhythmien Schock Zerebraler Atemstillstand Grad 4 Krampfanfall Herzstillstand Grad 4 12 ﻿Allgemeine unerwünschte Wirkungen ﻿Allgemeine unerwünschte Wirkungen 13,a. Selbstlimitierende • Behandlungsbedürftige Allergien. vasovagale Reaktion Moderat
V10DE-NUM-011,V10DE,7,12;13,4,,,d 2 Bronchospasmus Gesichts-/ Grad 2 Larynxödem Schwer Hypotensiver Grad 3 Arrhythmien Schock Zerebraler Atemstillstand Grad 4 Krampfanfall Herzstillstand Grad 4 12 ﻿Allgemeine unerwünschte Wirkungen ﻿Allgemeine unerwünschte Wirkungen 13,a. Selbstlimitierende • Behandlungsbedürftige Allergien. vasovagale Reaktion Moderat
V10DE-NUM-012,V10DE,7,12;13,12,,,2 Bronchospasmus Gesichts-/ Grad 2 Larynxödem Schwer Hypotensiver Grad 3 Arrhythmien Schock Zerebraler Atemstillstand Grad 4 Krampfanfall Herzstillstand Grad 4 12 ﻿Allgemeine unerwünschte Wirkungen ﻿Allgemeine unerwünschte Wirkungen 13,a. Selbstlimitierende • Behandlungsbedürftige Allergien. vasovagale Reaktion Moderat
V10DE-NUM-013,V10DE,7,12;13,13,,,Arrhythmien Schock Zerebraler Atemstillstand Grad 4 Krampfanfall Herzstillstand Grad 4 12 ﻿Allgemeine unerwünschte Wirkungen ﻿Allgemeine unerwünschte Wirkungen 13,a. Selbstlimitierende • Behandlungsbedürftige Allergien. vasovagale Reaktion Moderat
V10DE-NUM-014,V10DE,8,14;15,1,,,"srisiko hängt nicht von der Osmolalität des Kontrastmittels ab: Die verwendeten Dosierungen sind so Sauerstoff niedrig, dass die osmolare Ladung sehr Adrenalin 1:1.000 gering ist. H1-Antihistaminikum zur Injektion • Es gibt keine unterschiedliche Inzidenz Atropin akuter unerwünschter Wirkungen in ß2-Agonist Dosier-Inhal",A.1.2.1. Seien Sie bei jedem Patienten auf eine akute akuter unerwünschter Wirkungen in
V10DE-NUM-015,V10DE,8,14;15,30,min,nach,"Prämedikation ist nicht nötig, da Histamin griffbereit halten. die klinische Evidenz für die Wirksamkeit • Patienten sollten nach einer Kontrastmittelgabe für 30 min einer Prämedikation limitiert ist. medizinisch qualifiziert überwacht werden. So lässt sich das Risiko akuter unerwünschter Wirkungen iod- und gadoliniumhaltig",d. • Die Telefonnummern des krankenhauseigenen Reanimationsteams • Einsatz eines and
V10DE-NUM-016,V10DE,8,14;15,30,Minute,nach,"rwünschter Wirkungen für alle Kontrastmittel • Überwachung des Patienten in der Tritt eine akute unerwünschte Wirkung auf, sollte nach folgenden Radiologie für 30 Minuten nach Zeichen geschaut werden: Kontrastmittelgabe. 14 ﻿Allgemeine unerwünschte Wirkungen ﻿Allgemeine unerwünschte Wirkungen 15",A.1.2.2. Einfache Leitlinien für die Ersttherapie akuter Geräten für den Notfall (siehe A.
V10DE-NUM-017,V10DE,8,14;15,14,,,"s Patienten in der Tritt eine akute unerwünschte Wirkung auf, sollte nach folgenden Radiologie für 30 Minuten nach Zeichen geschaut werden: Kontrastmittelgabe. 14 ﻿Allgemeine unerwünschte Wirkungen ﻿Allgemeine unerwünschte Wirkungen 15",e. 14 ﻿Allgemeine unerwünschte Wirkungen ﻿Allgemeine unerwünschte Wirkungen 15
V10DE-NUM-018,V10DE,8,14;15,15,,,folgenden Radiologie für 30 Minuten nach Zeichen geschaut werden: Kontrastmittelgabe. 14 ﻿Allgemeine unerwünschte Wirkungen ﻿Allgemeine unerwünschte Wirkungen 15,e. 14 ﻿Allgemeine unerwünschte Wirkungen ﻿Allgemeine unerwünschte Wirkungen 15
V10DE-NUM-019,V10DE,9,16;17,6-10,l/min,,"• Hauterythem, Urtikaria (Patienten zur Inspektion des gesamten Larynxödem Köpers ausziehen). 1. Sauerstoffmaske (6-10 l/min). • Übelkeit, Erbrechen. 2. Adrenalin (1:1.000) intramuskulär: Erwachsene 0,5 ml (0,5 mg). Bei Bedarf wiederholen. • Blutdruckabfall, Pulsunregelmäßigkeiten.",
V10DE-NUM-020,V10DE,9,16;17,"0,5",ml,,"Inspektion des gesamten Larynxödem Köpers ausziehen). 1. Sauerstoffmaske (6-10 l/min). • Übelkeit, Erbrechen. 2. Adrenalin (1:1.000) intramuskulär: Erwachsene 0,5 ml (0,5 mg). Bei Bedarf wiederholen. • Blutdruckabfall, Pulsunregelmäßigkeiten. Pädiatrische Patienten: 6-12 Jahre: 0,3 ml (0,3 mg) intramuskulär. • Atemnot, Bron",
V10DE-NUM-021,V10DE,9,16;17,"0,5",mg,,"on des gesamten Larynxödem Köpers ausziehen). 1. Sauerstoffmaske (6-10 l/min). • Übelkeit, Erbrechen. 2. Adrenalin (1:1.000) intramuskulär: Erwachsene 0,5 ml (0,5 mg). Bei Bedarf wiederholen. • Blutdruckabfall, Pulsunregelmäßigkeiten. Pädiatrische Patienten: 6-12 Jahre: 0,3 ml (0,3 mg) intramuskulär. • Atemnot, Bronchospasm",
V10DE-NUM-022,V10DE,9,16;17,6-12,,,". 2. Adrenalin (1:1.000) intramuskulär: Erwachsene 0,5 ml (0,5 mg). Bei Bedarf wiederholen. • Blutdruckabfall, Pulsunregelmäßigkeiten. Pädiatrische Patienten: 6-12 Jahre: 0,3 ml (0,3 mg) intramuskulär. • Atemnot, Bronchospasmus (zur Verifizierung der Diagnose ist eine < 6 Jahre: 0,15 ml (0,15 mg) intramuskulär. Auskultati",
V10DE-NUM-023,V10DE,9,16;17,"0,3",ml,,"lin (1:1.000) intramuskulär: Erwachsene 0,5 ml (0,5 mg). Bei Bedarf wiederholen. • Blutdruckabfall, Pulsunregelmäßigkeiten. Pädiatrische Patienten: 6-12 Jahre: 0,3 ml (0,3 mg) intramuskulär. • Atemnot, Bronchospasmus (zur Verifizierung der Diagnose ist eine < 6 Jahre: 0,15 ml (0,15 mg) intramuskulär. Auskultation unerlässlic",
V10DE-NUM-024,V10DE,9,16;17,"0,3",mg,,".000) intramuskulär: Erwachsene 0,5 ml (0,5 mg). Bei Bedarf wiederholen. • Blutdruckabfall, Pulsunregelmäßigkeiten. Pädiatrische Patienten: 6-12 Jahre: 0,3 ml (0,3 mg) intramuskulär. • Atemnot, Bronchospasmus (zur Verifizierung der Diagnose ist eine < 6 Jahre: 0,15 ml (0,15 mg) intramuskulär. Auskultation unerlässlich). Hypo",
V10DE-NUM-025,V10DE,9,16;17,6,,<,"Pulsunregelmäßigkeiten. Pädiatrische Patienten: 6-12 Jahre: 0,3 ml (0,3 mg) intramuskulär. • Atemnot, Bronchospasmus (zur Verifizierung der Diagnose ist eine < 6 Jahre: 0,15 ml (0,15 mg) intramuskulär. Auskultation unerlässlich). Hypotonie Alleinige Hypotonie Übelkeit/Erbrechen 1. Beine des Patienten hochlagern. Vorüber",
V10DE-NUM-026,V10DE,9,16;17,"0,15",ml,<,"elmäßigkeiten. Pädiatrische Patienten: 6-12 Jahre: 0,3 ml (0,3 mg) intramuskulär. • Atemnot, Bronchospasmus (zur Verifizierung der Diagnose ist eine < 6 Jahre: 0,15 ml (0,15 mg) intramuskulär. Auskultation unerlässlich). Hypotonie Alleinige Hypotonie Übelkeit/Erbrechen 1. Beine des Patienten hochlagern. Vorübergehend: Unterst",
V10DE-NUM-027,V10DE,9,16;17,"0,15",mg,<,"iten. Pädiatrische Patienten: 6-12 Jahre: 0,3 ml (0,3 mg) intramuskulär. • Atemnot, Bronchospasmus (zur Verifizierung der Diagnose ist eine < 6 Jahre: 0,15 ml (0,15 mg) intramuskulär. Auskultation unerlässlich). Hypotonie Alleinige Hypotonie Übelkeit/Erbrechen 1. Beine des Patienten hochlagern. Vorübergehend: Unterstützende M",
V10DE-NUM-028,V10DE,9,16;17,6-10,l/min,,"unerlässlich). Hypotonie Alleinige Hypotonie Übelkeit/Erbrechen 1. Beine des Patienten hochlagern. Vorübergehend: Unterstützende Maßnahmen 2. Sauerstoffmaske (6-10 l/min). Heftig, anhaltend: Geeignete Antiemetika erwägen 3. Infusion von Flüssigkeit: Zügig Kochsalz- oder Ringerlösung, bis zu 2 Litern. Merke: Bei Anaphylaxie kann",
