atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_phrase,surrounding_context,section_topic
V10DE-REC-119,V10DE,20,38;39,sollte,"n eine kontrastverstärkte radiologische MRT besteht, sollte Leitlinien Untersuchung Schwangeren nur • Es kann jedes gad",C.5. Schwangerschaft und Stillzeit
V10DE-REC-120,V10DE,20,38;39,kann,"esteht, sollte Leitlinien Untersuchung Schwangeren nur • Es kann jedes gadoliniumhaltige Kontrastmittel eingesetzt werden. wirklich notwendig",C.5. Schwangerschaft und Stillzeit
V10DE-REC-121,V10DE,20,38;39,notwendig,"• Es kann jedes gadoliniumhaltige Kontrastmittel eingesetzt werden. wirklich notwendig die kleinstmögliche • Eine besondere Vorbereitung ist nicht erforderlich. ist, iodhaltiges Dosis eines",C.5. Schwangerschaft und Stillzeit
V10DE-REC-122,V10DE,20,38;39,erforderlich,"wirklich notwendig die kleinstmögliche • Eine besondere Vorbereitung ist nicht erforderlich. ist, iodhaltiges Dosis eines",C.5. Schwangerschaft und Stillzeit
V10DE-REC-123,V10DE,20,38;39,sollte,"kontrastmittel Risiko,) verabreicht bekommen, sollte werden. beim Neugeborenen",C.5. Schwangerschaft und Stillzeit
V10DE-REC-124,V10DE,20,38;39,erforderlich,dem Neugeborenen erforderlich. 38 ﻿Verschiedenes ﻿Verschiedenes 39,C.5. Schwangerschaft und Stillzeit
V10DE-REC-125,V10DE,21,40;41,können,Stillzeit Mütter können Stillen kann Laborchemische Proben in der Routinediagnostik nach Gabe eines nach Gabe eines,
V10DE-REC-126,V10DE,21,40;41,kann,Stillzeit Mütter können Stillen kann Laborchemische Proben in der Routinediagnostik nach Gabe eines nach Gabe eines,
V10DE-REC-127,V10DE,21,40;41,Empfehlung,che Proben in der Routinediagnostik nach Gabe eines nach Gabe eines Empfehlung • Vorzugsweise Urin- und Blutproben vor iodhaltigen Röntgen- makrozyklischen,
V10DE-REC-128,V10DE,21,40;41,Vorzugsweise,agnostik nach Gabe eines nach Gabe eines Empfehlung • Vorzugsweise Urin- und Blutproben vor iodhaltigen Röntgen- makrozyklischen,
V10DE-REC-129,V10DE,21,40;41,kann,erden. • Bei Patienten mit normaler Nierenfunktion kann bei Bedarf 4 Schwangere oder Siehe renale Keine Stund,
V10DE-REC-130,V10DE,21,40;41,müssen,Blutentnahme erfolgen. eingeschränkter Wirkungen (B.2.). Kontrastmittel Es müssen anwenden. • Bei Patienten mit reduzierter Nierenfunktion,
V10DE-REC-131,V10DE,21,40;41,sollten,"unktion (eGFR keine weiteren Vorsichtsmaßnahmen < 45 ml/min/1,73 m2) sollten für den Fetus oder Blutentnahmen so lange wie möglich Neugeborenen",
V10DE-REC-132,V10DE,21,40;41,sollte,werden. werden. • Sammelurin sollte für 24 Stunden unterbleiben. C.6. Wechselwirkungen mit anderen Wirkstoff,
V10DE-REC-133,V10DE,21,40;41,können,• Die Effekte eines Kontrastmittels auf klinischen Tests die Laborauswertungen können je nach Auswertmethode differieren. Generelle Medikament,C.6. Wechselwirkungen mit anderen Wirkstoffen und
V10DE-REC-134,V10DE,21,40;41,sollten,"Schilddrüse Patienten, die mit radioaktivem Iod Kontrastmittelgabe (Zeit, Dosierung, therapiert werden, sollten mindestens zwei Name). Monate vorher kein Röntgenkontrastmittel",C.6. Wechselwirkungen mit anderen Wirkstoffen und
V10DE-REC-135,V10DE,21,40;41,mindestens,"lddrüse Patienten, die mit radioaktivem Iod Kontrastmittelgabe (Zeit, Dosierung, therapiert werden, sollten mindestens zwei Name). Monate vorher kein Röntgenkontrastmittel Kont",C.6. Wechselwirkungen mit anderen Wirkstoffen und
V10DE-REC-136,V10DE,21,40;41,dürfen nicht,Name). Monate vorher kein Röntgenkontrastmittel Kontrastmittel dürfen nicht mit anderen bekommen haben. Wirkstoffen in Schläuchen oder Spritzen Eine Isotopen-Bildgebung d,C.6. Wechselwirkungen mit anderen Wirkstoffen und
V10DE-REC-137,V10DE,21,40;41,sollte,"oder Spritzen Eine Isotopen-Bildgebung der vermischt werden. Schilddrüse sollte zwei Monate nach Wirkstoffe, die besonders beachtet werden müssen Röntgenkontrastmittelgabe wenn möglich",C.6. Wechselwirkungen mit anderen Wirkstoffen und
V10DE-REC-138,V10DE,21,40;41,müssen,"vermischt werden. Schilddrüse sollte zwei Monate nach Wirkstoffe, die besonders beachtet werden müssen Röntgenkontrastmittelgabe wenn möglich",C.6. Wechselwirkungen mit anderen Wirkstoffen und
V10DE-REC-139,V10DE,21,40;41,sollte,"Knochen, Erythrozyten- Iodhaltiges Röntgenkontrastmittel Markierung sollte mindestens 24 Stunden vor einer Nephrotoxische Das Absetzen nephrotoxischer geplanten Isotopen-Untersuchung nicht Medikame",C.6. Wechselwirkungen mit anderen Wirkstoffen und
V10DE-REC-140,V10DE,21,40;41,mindestens,"Knochen, Erythrozyten- Iodhaltiges Röntgenkontrastmittel Markierung sollte mindestens 24 Stunden vor einer Nephrotoxische Das Absetzen nephrotoxischer geplanten Isotopen-Untersuchung nicht Medikamente",C.6. Wechselwirkungen mit anderen Wirkstoffen und
V10DE-REC-141,V10DE,21,40;41,notwendig,rsuchung nicht Medikamente Medikamente vor Kontrastmittelgabe ist mehr gegeben werden. Cyclosporin nicht zwingend notwendig. Cisplatin Aminoglykoside Nichtsteroidale antiinflammatorische Medikamente (NSAD) ß-Blocker ß-Blocker können die Behandlung eines,C.6. Wechselwirkungen mit anderen Wirkstoffen und
V10DE-REC-142,V10DE,21,40;41,können,nicht zwingend notwendig. Cisplatin Aminoglykoside Nichtsteroidale antiinflammatorische Medikamente (NSAD) ß-Blocker ß-Blocker können die Behandlung eines Bronchospasmus und das Ansprechen auf Adrenalin beeinträchtigen. Interleukin-2,C.6. Wechselwirkungen mit anderen Wirkstoffen und
V10DE-REC-143,V10DE,22,42;43,Kann,"rhöhter Signalintensität in den tiefen • Das Auftreten ist unabhängig von der Nierenfunktion. zerebralen Kerngebieten in nativen T1 gewichteten MRT-Sequenzen. • Kann bei jedem Kontrastmittel vorkommen, dennoch lagern • Der Zusammenhang zwischen diesen Veränderungen und sich größere Mengen nach Gabe von nichtionischen-l",C.7.1.1. Nachweis C.7.2.2. Merkmale
V10DE-REC-144,V10DE,22,42;43,Kann nicht,"ren gadoliniumhaltigen Kontrastmittel wurde zuerst 2014 berichtet. Kontrastmitteln ab. • Kann nicht durch MRT nachgewiesen werden. • Die abgelagerte Menge ist gering, jedoch größer als im Gehirn. C.7.",C.7.1.1. Nachweis C.7.2.2. Merkmale
V10DE-REC-145,V10DE,22,42;43,können,"• Ablagerungen in Knochen und Leber rufen keine klinischen Symptome • Die Signalveränderungen sind nicht spezifisch und können ebenfalls hervor. bei Mangan, Eisen, Calcium, etc. auftreten. • Kutane Ablagerungen verursachen rote Hautplaques, welche • MRT ist zur Det",C.7.1.2. Merkmale
V10DE-REC-146,V10DE,22,42;43,sollte,". • In Hirngewebsuntersuchungen konnte Gadolinium nach Gabe • Um ein mögliches Risiko zu minimieren, sollte der Gadolinium-Spiegel aller gadoliniumhaltiger Kontrastmittel nachgewiesen werden, die im Wasse",C.7.1.3. Zusammenhang mit gadoliniumhaltigen Oberflächen- un
V10DE-REC-147,V10DE,23,44;45,Empfehlung,C.9. Sicherheit von bariumhaltigen Röntgenkontrastmitteln Generelle Aussage • Ultraschall-Kontrastmittel sind für Empfehlung gewöhnlich sicher. Kontraindikationen Darmwandintegrität • Iodhaltige wasser- • Für schwerkra,C.8. Weitere Aspekte bezüglich Gadolinium C.9. Sicherheit v
V10DE-REC-148,V10DE,23,44;45,sollte,Risiko einer extrakorporaler Stoßwellen-Therapie Leckagein das Me- sollte kein Ultraschall-Kontrastmittel diastinum und/oder gegeben werden.,C.8. Weitere Aspekte bezüglich Gadolinium C.9. Sicherheit v
V10DE-REC-149,V10DE,23,44;45,vermeiden,"Ausgedehnter Colitis Bariumeinläufe vermeiden. Behandlung • Tritt ein schweres Ereignis ein, siehe Kapitel zur Behandlung akuter Komplikationen Verminderte",C.8. Weitere Aspekte bezüglich Gadolinium C.9. Sicherheit v
V10DE-REC-150,V10DE,23,44;45,erforderlich,• Notfallbehandlung könnte erforderlich werden.,C.8. Weitere Aspekte bezüglich Gadolinium C.9. Sicherheit v
V10DE-REC-151,V10DE,24,46;47,muss,"Erwachsenen. D.1. Beispiel eines geeigneten Schreibens für den • Die Kontrastmitteldosierung muss an Patientenalter und -gewicht Patienten zur Konsultation beim Allergologen: angepasst werden. • Es müssen die altersadaptierten Normwerte, beispielswei",D.1. Beispiel eines geeigneten Schreibens für den
V10DE-REC-152,V10DE,24,46;47,müssen,"eibens für den • Die Kontrastmitteldosierung muss an Patientenalter und -gewicht Patienten zur Konsultation beim Allergologen: angepasst werden. • Es müssen die altersadaptierten Normwerte, beispielsweise für Sehr geehrter Herr/Frau Kollege/in, Serum-Kreatinin, herangezogen werden.",D.1. Beispiel eines geeigneten Schreibens für den
V10DE-REC-153,V10DE,24,46;47,sollten nicht,"sich die überarbeitete Schwartz Überempfindlichkeitsreaktion nach Kontrastmittelgabe (Datum einfügen). Formel (siehe B.1). • Als iodhaltiges Röntgenkontrastmittel sollten nicht-ionische Untersuchungsmodalität (z.B. CT, MRT, …): Substanzen eingesetzt werden. Bei den gadoliniumhaltigen Kontrast- mitteln sollten keine Substanzen mit h",D.1. Beispiel eines geeigneten Schreibens für den
V10DE-REC-154,V10DE,24,46;47,sollten,"enkontrastmittel sollten nicht-ionische Untersuchungsmodalität (z.B. CT, MRT, …): Substanzen eingesetzt werden. Bei den gadoliniumhaltigen Kontrast- mitteln sollten keine Substanzen mit hohem Risiko verwendet werden. Kontrastmittelart: • iodhaltig • gadoliniumhaltig • Ultraschall • In der Fachinformation des Kontrastmittels steht, ob",D.1. Beispiel eines geeigneten Schreibens für den
V10DE-REC-155,V10DE,24,46;47,müssen,"Verabreichte Dosis: ml • Steht für einen speziellen Untersuchungsfall kein Kontrastmittel mit Kinderzulassung zur Verfügung, müssen die Eltern über den Off-Label- Applikationsweg (z.B. intravenös (i.v.), intraarteriell (i.a.), intraartikulär, Einsatz aufgeklärt werden und eine Einwilligung unterschre",D.1. Beispiel eines geeigneten Schreibens für den
V10DE-REC-156,V10DE,24,46;47,darf,"ell (i.a.), intraartikulär, Einsatz aufgeklärt werden und eine Einwilligung unterschreiben. Ist ein oral, lokal …): Kontrastmittel bei Kindern absolut kontraindiziert, darf es auch nicht bei Vorliegen einer Einwilligungserklärung gegeben werden. Zeit zwischen Applikation und dem Beginn der klinischen Symptomatik:",D.1. Beispiel eines geeigneten Schreibens für den
V10DE-REC-157,V10DE,24,46;47,sollte,"Auskunft, für welche Patienten und Indikationen es zugelassen ist. m Grad 3 • Wenn immer möglich, sollte ein Kontrastmittel gewählt werden, das für den speziellen Patienten und die Indikation zugelassen ist. m Grad 4 • Gibt es kein geeignetes zugelassenes Kontra",C.11. Off-Label-Einsatz von Kontrastmitteln
V10DE-REC-158,V10DE,24,46;47,muss,"astmittel gewählt werden, das für den speziellen Patienten und die Indikation zugelassen ist. m Grad 4 • Gibt es kein geeignetes zugelassenes Kontrastmittel, muss der Patient über die Risiken und die Vorteile des Off-Label-Einsatzes aufgeklärt werden. Der Patient muss dem Off-Label-Gebrauch des Kontrastmittels zustimmen.",C.11. Off-Label-Einsatz von Kontrastmitteln
V10DE-REC-159,V10DE,24,46;47,muss,"rad 4 • Gibt es kein geeignetes zugelassenes Kontrastmittel, muss der Patient über die Risiken und die Vorteile des Off-Label-Einsatzes aufgeklärt werden. Der Patient muss dem Off-Label-Gebrauch des Kontrastmittels zustimmen. 46 ﻿Verschiedenes",C.11. Off-Label-Einsatz von Kontrastmitteln
V10DE-REC-160,V10DE,25,48;49,kann,Grad kutan abdominell respiratorisch kardiovaskulär Dadurch kann für zukünftige Untersuchungen eine Empfehlung für ein sichereres Kontrastmittels gegeben werden.,
V10DE-REC-161,V10DE,25,48;49,Empfehlung,bdominell respiratorisch kardiovaskulär Dadurch kann für zukünftige Untersuchungen eine Empfehlung für ein sichereres Kontrastmittels gegeben werden. 1 Juckreiz Erythem,
BK25-REC-001,BK25,3,3,"The guidelines should be understood as a permanent work in progress, continuously evolving over time","d annually. Consequently, following Version 10, the 2025 version of the guidelines is now released. The guidelines should be understood as a permanent work in progress, continuously evolving over time.",general
BK25-REC-002,BK25,3,3,"pdated sections on contrast agent hypersensitivity and extravasation as well as recommended waiting times between successive contrast agent administrations, analytical interference of contrast agents with lab tests and safe use of contrast agents for hysterosalpingography and in patients wi","The 2025 version of the guidelines includes, among others, updated sections on contrast agent hypersensitivity and extravasation as well as recommended waiting times between successive contrast agent administrations, analytical interference of contrast agents with lab tests and safe use of contrast agents for hysterosalpingography and in patients with myasthenia gravis.",hypersensitivity/management; waiting times; extravasation
BK25-REC-003,BK25,3,3,"Where there is insufficient published evidence, recommendations are based on clinical consensus within the Committee","Note: CMSC guidelines are based on evidence in the literature whenever possible. Where there is insufficient published evidence, recommendations are based on clinical consensus within the Committee.",general
BK25-REC-004,BK25,3,3,These guidelines summarize the key recommendations,"These guidelines summarize the key recommendations. For a complete understanding of the respective topic, readers are encouraged to consult the origin",general
BK25-REC-005,BK25,4,4,23 Recommended delay in blood collection after administration of contrast agents:,nalytical interference of intravascular contrast agents with clinical laboratory tests. ........... 23 Recommended delay in blood collection after administration of contrast agents:.............................23 Recommended delay in urine collection after administration of contra,lab interference
BK25-REC-006,BK25,4,4,23 Recommended delay in urine collection after administration of contrast agents:,nded delay in blood collection after administration of contrast agents:.............................23 Recommended delay in urine collection after administration of contrast agents:..............................23 Risk classification of gadolinium-based contrast agents and recomme,lab interference
BK25-REC-007,BK25,4,4,23 Risk classification of gadolinium-based contrast agents and recommendations,ded delay in urine collection after administration of contrast agents:..............................23 Risk classification of gadolinium-based contrast agents and recommendations. .............................25 Safe use of contrast agents in pregnancy and lactation. ..........,lab interference; pregnancy/lactation
BK25-REC-008,BK25,5,5,30 Miscellaneous recommendations and topics,t agents. ..........................................................................................30 Miscellaneous recommendations and topics..............................................................................31 Safety of CO2 as an,general
BK25-REC-009,BK25,6,6,"This term should be reserved for X-ray contrast compounds, e","s a substance which alters the contrast in X-ray images by altering transmission of the X-ray beam. This term should be reserved for X-ray contrast compounds, e.g. iodine-based, barium, air and carbon dioxide.",general
BK25-REC-010,BK25,6,6,"For classification of immediate hypersensitivity reactions, the CMSC endorses both the Radiological classification of the American College of Radiology (ACR) and the Allergological classification of Ring and Messmer","For classification of immediate hypersensitivity reactions, the CMSC endorses both the Radiological classification of the American College of Radiology (ACR) and the Allergological classification of Ring and Messmer.",hypersensitivity/management
BK25-REC-011,BK25,7,7,"Be prepared to treat acute adverse reactions: be knowledgeable about the risks and potential reactions, and participate regularly in continuous medical education","• Be prepared to treat acute adverse reactions: be knowledgeable about the risks and potential reactions, and participate regularly in continuous medical education",general
BK25-REC-012,BK25,7,7,Know your patient and evaluate the risk/ benefit ratio and consider imaging alternatives,• Know your patient and evaluate the risk/ benefit ratio and consider imaging alternatives,general
BK25-REC-013,BK25,7,7,"the specific agent that elicited the previous reaction, and if the injection is mandatory, choose an alternative contrast agent","• If the patient has experienced a previous hypersensitivity reaction, identify the specific agent that elicited the previous reaction, and if the injection is mandatory, choose an alternative contrast agent.",hypersensitivity/management
BK25-REC-014,BK25,7,7,"Schedule the patient during daytime hours, when most personnel are present, preferably in a hospital-based CT or MRI facility","• Schedule the patient during daytime hours, when most personnel are present, preferably in a hospital-based CT or MRI facility.",general
BK25-REC-015,BK25,7,7,A regularly maintained resuscitation trolley should be available in the department,• A regularly maintained resuscitation trolley should be available in the department,general
BK25-REC-016,BK25,7,7,Emergency numbers for the hospital resuscitation team should be in the examination room,• Emergency numbers for the hospital resuscitation team should be in the examination room,general
BK25-REC-017,BK25,7,7,Equipment for collecting blood for tryptase measurement should be readily available,• Equipment for collecting blood for tryptase measurement should be readily available,general
BK25-REC-018,BK25,7,7,The following first-line emergency equipment and medications should be available in the examination room:,• The following first-line emergency equipment and medications should be available in the examination room: • Oxygen • IV fluids: normal saline or Ringer lactate (stock at least 2L) • Sphygmomanometer • One-,pregnancy/lactation
BK25-REC-019,BK25,7,7,"Observe closely for mucosal oedema of the nose, mouth, throat, or larynx","• Observe closely for mucosal oedema of the nose, mouth, throat, or larynx.",general
BK25-REC-020,BK25,7,7,"If there is an increased risk of an adverse reaction, a venous access should be kept in place","• If there is an increased risk of an adverse reaction, a venous access should be kept in place.",general
BK25-REC-021,BK25,7,7,"If marked bradycardia is present, consider treatment of a vasovagal reaction (atropine)","• If marked bradycardia is present, consider treatment of a vasovagal reaction (atropine)",general
